cliente_id,nombre_cliente,segmento_cliente,ciudad,edad,ingreso_estimado,producto,saldo_producto,cupo_credito,fecha_vencimiento,fecha_movimiento,categoria_consumo,monto_consumo,canal,estado_producto,cupo_credito_estado,aplica_fecha_vencimiento,primer_movimiento_cliente_producto,categoria_saldo
C000103,Cliente 0103,PREMIUM,Guayaquil,42,4597.87,Tarjeta de Crédito,0.0,6400.0,2028-04-07,2026-01-14,TRAVEL,82.73,Web,Activo,CON CUPO,SI,2025-01-24,VALIDADO - HISTÓRICO DISPONIBLE
C000347,Cliente 0347,MASS,Guayaquil,40,588.77,Tarjeta de Crédito,228.83,900.0,2030-07-29,2025-02-13,SUPERMARKET,5.85,Web,Activo,CON CUPO,SI,2025-02-13,VALIDADO - HISTÓRICO DISPONIBLE
C000577,Cliente 0577,AFFLUENT,Guayaquil,36,1925.81,Tarjeta de Crédito,653.27,2600.0,2029-07-11,2025-07-26,FUEL,412.44,POS,Activo,CON CUPO,SI,2025-03-18,VALIDADO - HISTÓRICO DISPONIBLE
C001829,Cliente 1829,MASS,Manta,30,845.8,Tarjeta de Crédito,551.48,2100.0,2029-11-23,2026-06-16,FUEL,69.07,Branch,Activo,CON CUPO,SI,2025-01-14,VALIDADO - HISTÓRICO DISPONIBLE
C001194,Cliente 1194,AFFLUENT,Quito,35,2391.27,Tarjeta de Crédito,3678.42,6100.0,2026-09-23,2025-07-03,HEALTH,152.28,App,Activo,CON CUPO,SI,2025-03-29,VALIDADO - HISTÓRICO DISPONIBLE
C000774,Cliente 0774,MASS,Cuenca,47,1060.22,Tarjeta de Crédito,433.05,2200.0,2029-05-20,2026-02-18,TECHNOLOGY,66.81,POS,Activo,CON CUPO,SI,2025-04-19,VALIDADO - HISTÓRICO DISPONIBLE
C001526,Cliente 1526,JOVEN,Quito,47,547.97,Tarjeta de Crédito,560.67,1600.0,2030-06-07,2025-07-18,ENTERTAINMENT,32.51,App,Activo,CON CUPO,SI,2025-01-10,VALIDADO - HISTÓRICO DISPONIBLE
C000776,Cliente 0776,AFFLUENT,Guayaquil,32,2432.59,Cuenta de Ahorros,12020.29,,,2026-08-03,NO APLICA,0.0,App,Activo,NO APLICA,NO,2025-04-25,VALIDADO - HISTÓRICO DISPONIBLE
C000765,Cliente 0765,AFFLUENT,Manta,54,1643.49,Tarjeta de Crédito,918.68,2000.0,2028-10-12,2025-11-17,OTHERS,212.21,Web,Activo,CON CUPO,SI,2025-01-31,VALIDADO - HISTÓRICO DISPONIBLE
C001894,Cliente 1894,AFFLUENT,Quito,53,1805.25,Tarjeta de Crédito,2096.68,4000.0,2027-05-10,2025-05-23,OTHERS,206.48,App,Activo,CON CUPO,SI,2025-01-08,VALIDADO - HISTÓRICO DISPONIBLE
C000187,Cliente 0187,PYME,Quito,38,2366.51,Tarjeta de Crédito,1129.3,3200.0,2030-01-08,2025-12-30,TECHNOLOGY,66.31,POS,Activo,CON CUPO,SI,2025-01-21,VALIDADO - HISTÓRICO DISPONIBLE
C000421,Cliente 0421,JOVEN,Guayaquil,41,904.42,Tarjeta de Crédito,516.49,2200.0,2029-07-12,2025-07-21,OTHERS,48.95,POS,Activo,CON CUPO,SI,2025-04-23,VALIDADO - HISTÓRICO DISPONIBLE
C001533,Cliente 1533,AFFLUENT,Quito,53,1922.96,Tarjeta de Crédito,1970.57,4700.0,2028-03-02,2026-08-24,TRAVEL,185.89,Branch,Activo,CON CUPO,SI,2025-02-02,VALIDADO - HISTÓRICO DISPONIBLE
C002075,Cliente 2075,AFFLUENT,Guayaquil,34,1689.56,Tarjeta de Crédito,2347.06,4800.0,2027-02-24,2025-10-14,FOOD,109.86,POS,Activo,CON CUPO,SI,2025-03-06,VALIDADO - HISTÓRICO DISPONIBLE
C001294,Cliente 1294,AFFLUENT,Guayaquil,60,2017.29,Crédito Vehicular,24441.66,,2027-02-04,2025-03-16,NO APLICA,0.0,App,Activo,NO APLICA,SI,2025-03-16,VALIDADO - HISTÓRICO DISPONIBLE
C000576,Cliente 0576,AFFLUENT,Cuenca,39,3245.47,Cuenta Corriente,5451.75,,,2025-02-13,NO APLICA,0.0,Branch,Activo,NO APLICA,NO,2025-01-13,VALIDADO - HISTÓRICO DISPONIBLE
C001502,Cliente 1502,MASS,Guayaquil,29,1252.91,Tarjeta de Crédito,1635.38,2800.0,2030-01-20,2025-12-11,TRAVEL,28.47,POS,Activo,CON CUPO,SI,2025-03-20,VALIDADO - HISTÓRICO DISPONIBLE
C000124,Cliente 0124,JOVEN,Guayaquil,56,561.33,Tarjeta de Crédito,127.69,600.0,2029-05-17,2025-05-09,SUPERMARKET,24.41,POS,Activo,CON CUPO,SI,2025-01-20,VALIDADO - HISTÓRICO DISPONIBLE
C000797,Cliente 0797,MASS,Ambato,36,1212.29,Crédito Vehicular,16144.09,,2028-11-20,2026-01-20,NO APLICA,0.0,ATM,Activo,NO APLICA,SI,2026-01-20,VALIDADO - HISTÓRICO DISPONIBLE
C000664,Cliente 0664,AFFLUENT,Manta,51,1861.92,Tarjeta de Crédito,1865.93,3500.0,2028-06-02,2026-05-04,HEALTH,434.18,Web,Activo,CON CUPO,SI,2025-04-11,VALIDADO - HISTÓRICO DISPONIBLE
C002010,Cliente 2010,PREMIUM,Ambato,35,4058.22,Tarjeta de Crédito,3762.3,10300.0,2027-06-24,2026-05-09,SUPERMARKET,291.38,App,Activo,CON CUPO,SI,2025-03-20,VALIDADO - HISTÓRICO DISPONIBLE
C001390,Cliente 1390,AFFLUENT,Guayaquil,46,2104.66,Cuenta Corriente,6807.4,,,2026-01-10,NO APLICA,0.0,Branch,Activo,NO APLICA,NO,2025-01-03,VALIDADO - HISTÓRICO DISPONIBLE
C001139,Cliente 1139,AFFLUENT,Quito,31,2469.76,Tarjeta de Crédito,0.0,3600.0,2027-02-13,2026-06-21,FOOD,261.02,Web,Activo,CON CUPO,SI,2025-03-14,VALIDADO - HISTÓRICO DISPONIBLE
C001521,Cliente 1521,MASS,Guayaquil,43,576.1,Crédito de Consumo,5392.27,,2030-06-30,2025-04-12,NO APLICA,0.0,Branch,Activo,NO APLICA,SI,2025-04-12,VALIDADO - HISTÓRICO DISPONIBLE
C000335,Cliente 0335,PYME,Cuenca,43,3355.55,Crédito Vehicular,18228.14,,2028-10-08,2026-02-28,NO APLICA,0.0,Branch,Activo,NO APLICA,SI,2025-01-15,VALIDADO - HISTÓRICO DISPONIBLE
C000678,Cliente 0678,AFFLUENT,Quito,39,2492.72,Tarjeta de Crédito,2842.97,4900.0,2029-09-28,2025-10-12,TRAVEL,26.5,Branch,Activo,CON CUPO,SI,2025-02-24,VALIDADO - HISTÓRICO DISPONIBLE
C000890,Cliente 0890,MASS,Guayaquil,40,1429.48,Tarjeta de Crédito,204.9,3100.0,2028-12-31,2026-01-18,TRAVEL,94.32,Web,Activo,CON CUPO,SI,2025-02-26,VALIDADO - HISTÓRICO DISPONIBLE
C001233,Cliente 1233,PREMIUM,Guayaquil,49,5660.37,Tarjeta de Crédito,11158.01,16100.0,2028-04-07,2025-01-04,TRAVEL,1223.25,POS,Activo,CON CUPO,SI,2025-01-04,VALIDADO - HISTÓRICO DISPONIBLE
C001429,Cliente 1429,AFFLUENT,Guayaquil,53,1521.0,Cuenta de Ahorros,4467.62,,,2025-06-25,NO APLICA,0.0,Web,Activo,NO APLICA,NO,2025-06-25,VALIDADO - HISTÓRICO DISPONIBLE
C001212,Cliente 1212,AFFLUENT,Guayaquil,51,2277.81,Crédito Vehicular,16563.51,,2031-09-01,2025-01-03,NO APLICA,0.0,Web,Activo,NO APLICA,SI,2025-01-03,VALIDADO - HISTÓRICO DISPONIBLE
C001365,Cliente 1365,AFFLUENT,Guayaquil,67,1137.0,Tarjeta de Crédito,625.87,2200.0,2030-01-18,2025-01-26,STREAMING,71.36,POS,Activo,CON CUPO,SI,05/08/2025,VALIDADO - HISTÓRICO DISPONIBLE
C000584,Cliente 0584,AFFLUENT,Guayaquil,47,6325.61,Crédito de Consumo,11575.99,,2032-05-24,2025-07-10,NO APLICA,0.0,App,Activo,NO APLICA,SI,2025-01-14,VALIDADO - HISTÓRICO DISPONIBLE
C001725,Cliente 1725,MASS,Quito,49,1048.5,Tarjeta de Crédito,1024.52,2900.0,2028-10-05,2026-02-19,OTHERS,25.74,Branch,Activo,CON CUPO,SI,2025-02-08,VALIDADO - HISTÓRICO DISPONIBLE
C000259,Cliente 0259,AFFLUENT,Quito,43,2565.52,Cuenta Corriente,-100.0,,,2026-08-14,NO APLICA,0.0,App,Activo,NO APLICA,NO,2025-05-13,VALIDADO - HISTÓRICO DISPONIBLE
C001465,Cliente 1465,PREMIUM,Guayaquil,31,6500.55,Tarjeta de Crédito,5206.64,14100.0,2026-09-21,2025-03-26,SUPERMARKET,233.14,Branch,Activo,CON CUPO,SI,2025-02-08,VALIDADO - HISTÓRICO DISPONIBLE
C001541,Cliente 1541,MASS,Quito,32,711.96,Tarjeta de Crédito,1051.38,1700.0,2029-03-06,2026-05-07,SUPERMARKET,65.4,Web,Activo,CON CUPO,SI,2025-07-03,VALIDADO - HISTÓRICO DISPONIBLE
C002019,Cliente 2019,AFFLUENT,Guayaquil,33,1943.05,Tarjeta de Crédito,2073.56,5400.0,2028-04-01,2026-02-06,HEALTH,233.9,POS,Activo,CON CUPO,SI,2025-02-11,VALIDADO - HISTÓRICO DISPONIBLE
C001941,Cliente 1941,JOVEN,Guayaquil,42,984.08,Crédito de Consumo,3451.59,,2029-11-05,2026-05-08,NO APLICA,0.0,Branch,Activo,NO APLICA,SI,2026-01-28,VALIDADO - HISTÓRICO DISPONIBLE
C001519,Cliente 1519,MASS,Quito,43,729.55,Tarjeta de Crédito,692.35,2200.0,2029-10-19,2025-11-01,EDUCATION,118.38,POS,Activo,CON CUPO,SI,2025-04-18,VALIDADO - HISTÓRICO DISPONIBLE
C000516,Cliente 0516,MASS,Guayaquil,29,762.38,Tarjeta de Crédito,450.19,1200.0,2026-11-22,2026-04-06,FOOD,68.77,POS,Activo,CON CUPO,SI,2025-03-06,VALIDADO - HISTÓRICO DISPONIBLE
C000292,Cliente 0292,MASS,Cuenca,33,366.3,Tarjeta de Crédito,217.39,700.0,2027-07-21,2025-11-04,HEALTH,15.88,Branch,Activo,CON CUPO,SI,2025-01-09,VALIDADO - HISTÓRICO DISPONIBLE
C001015,Cliente 1015,JOVEN,Quito,46,1025.11,Cuenta de Ahorros,2654.14,,,2025-09-05,NO APLICA,0.0,App,Activo,NO APLICA,NO,2025-02-28,VALIDADO - HISTÓRICO DISPONIBLE
C001307,Cliente 1307,MASS,Guayaquil,61,628.73,Crédito Hipotecario,91358.87,,2027-12-25,2026-01-28,NO APLICA,0.0,App,Activo,NO APLICA,SI,2026-01-28,VALIDADO - HISTÓRICO DISPONIBLE
C001523,Cliente 1523,MASS,Quito,33,1047.59,Cuenta Corriente,831.3,,,2025-10-19,NO APLICA,0.0,Web,Activo,NO APLICA,NO,2025-03-16,VALIDADO - HISTÓRICO DISPONIBLE
C001371,Cliente 1371,AFFLUENT,Manta,45,5276.95,Tarjeta de Crédito,3178.77,12800.0,2028-10-25,2025-07-30,HEALTH,103.3,POS,Activo,CON CUPO,SI,2025-03-05,VALIDADO - HISTÓRICO DISPONIBLE
C000461,Cliente 0461,MASS,Quito,28,1410.84,Crédito Vehicular,17559.41,,2031-07-14,2026-03-27,NO APLICA,0.0,App,Activo,NO APLICA,SI,2025-09-21,VALIDADO - HISTÓRICO DISPONIBLE
C000559,Cliente 0559,MASS,Quito,43,852.91,Tarjeta de Crédito,669.78,1900.0,2027-10-31,2025-06-02,STREAMING,12.67,Web,Activo,CON CUPO,SI,2025-01-25,VALIDADO - HISTÓRICO DISPONIBLE
C000202,Cliente 0202,MASS,Quito,43,725.19,Cuenta Corriente,2900.58,,,2026-07-09,NO APLICA,0.0,Branch,Activo,NO APLICA,NO,2025-08-26,VALIDADO - HISTÓRICO DISPONIBLE
C000482,Cliente 0482,AFFLUENT,Quito,32,1254.56,Tarjeta de Crédito,117.98,2100.0,2029-01-31,2025-06-05,FOOD,33.86,POS,Activo,CON CUPO,SI,2025-01-10,VALIDADO - HISTÓRICO DISPONIBLE
C001683,Cliente 1683,AFFLUENT,Guayaquil,49,1646.2,Tarjeta de Crédito,363.23,1900.0,2027-05-20,2025-05-04,FOOD,21.14,Branch,Activo,CON CUPO,SI,2025-01-22,VALIDADO - HISTÓRICO DISPONIBLE
C001357,Cliente 1357,MASS,Loja,24,976.97,Tarjeta de Crédito,682.51,1700.0,2027-04-24,2026-02-06,FOOD,14.34,Web,Activo,CON CUPO,SI,2025-02-08,VALIDADO - HISTÓRICO DISPONIBLE
C001968,Cliente 1968,MASS,Quito,44,1315.13,Tarjeta de Crédito,399.79,1800.0,2030-03-01,2025-06-03,SUPERMARKET,68.26,App,Activo,CON CUPO,SI,2025-02-11,VALIDADO - HISTÓRICO DISPONIBLE
C002185,Cliente 2185,PREMIUM,Quito,47,3532.66,Cuenta Corriente,16185.61,,,2025-08-14,NO APLICA,0.0,App,Activo,NO APLICA,NO,2025-01-14,VALIDADO - HISTÓRICO DISPONIBLE
C000133,Cliente 0133,AFFLUENT,Cuenca,49,1819.21,Tarjeta de Crédito,1470.61,5200.0,2027-12-09,2026-06-09,SUPERMARKET,75.18,POS,Activo,CON CUPO,SI,2025-03-19,VALIDADO - HISTÓRICO DISPONIBLE
C001027,Cliente 1027,PYME,Ambato,55,3014.99,Tarjeta de Crédito,1067.82,3900.0,2026-10-16,2025-10-16,ENTERTAINMENT,92.19,App,Activo,CON CUPO,SI,2025-01-14,VALIDADO - HISTÓRICO DISPONIBLE
C000583,Cliente 0583,AFFLUENT,Loja,36,1577.87,Cuenta de Ahorros,6080.47,,,2026-08-20,NO APLICA,0.0,ATM,Activo,NO APLICA,NO,2025-03-11,VALIDADO - HISTÓRICO DISPONIBLE
C000600,Cliente 0600,JOVEN,Guayaquil,28,350.0,Tarjeta de Crédito,344.01,700.0,2026-09-24,2025-09-03,OTHERS,30.95,POS,Activo,CON CUPO,SI,2025-01-09,VALIDADO - HISTÓRICO DISPONIBLE
C001839,Cliente 1839,MASS,Manta,48,1661.06,Tarjeta de Crédito,619.8,1700.0,2029-11-24,2025-04-12,EDUCATION,135.16,POS,Activo,CON CUPO,SI,2025-02-04,VALIDADO - HISTÓRICO DISPONIBLE
C001861,Cliente 1861,AFFLUENT,Cuenca,41,1924.51,Cuenta de Ahorros,2414.96,,,2025-01-17,NO APLICA,0.0,Branch,Activo,NO APLICA,NO,2025-01-17,VALIDADO - HISTÓRICO DISPONIBLE
C001329,Cliente 1329,MASS,Guayaquil,50,617.24,Cuenta Corriente,-37.36,,,2026-03-12,NO APLICA,0.0,Web,Activo,NO APLICA,NO,2025-02-17,VALIDADO - HISTÓRICO DISPONIBLE
C001885,Cliente 1885,JOVEN,Manta,41,829.99,Tarjeta de Crédito,446.5,2000.0,2028-10-13,2026-07-30,TRAVEL,28.0,POS,Activo,CON CUPO,SI,2025-02-21,VALIDADO - HISTÓRICO DISPONIBLE
C002054,Cliente 2054,MASS,Cuenca,56,778.43,Tarjeta de Crédito,394.95,900.0,2028-01-18,2025-12-11,STREAMING,47.74,Web,Activo,CON CUPO,SI,2025-03-02,VALIDADO - HISTÓRICO DISPONIBLE
C001490,Cliente 1490,MASS,Quito,29,1056.58,Tarjeta de Crédito,351.89,3000.0,2030-10-09,2025-06-07,SUPERMARKET,52.88,POS,Activo,CON CUPO,SI,2025-01-29,VALIDADO - HISTÓRICO DISPONIBLE
C001919,Cliente 1919,PYME,Cuenca,57,3404.62,Crédito Hipotecario,82084.64,,2026-11-01,2026-05-06,NO APLICA,0.0,Branch,Activo,NO APLICA,SI,2025-01-29,VALIDADO - HISTÓRICO DISPONIBLE
C001304,Cliente 1304,MASS,Guayaquil,29,899.68,Cuenta de Ahorros,3745.89,,,2025-03-19,NO APLICA,0.0,App,Activo,NO APLICA,NO,2025-03-19,VALIDADO - HISTÓRICO DISPONIBLE
C000324,Cliente 0324,MASS,Manta,38,719.65,Tarjeta de Crédito,560.0,800.0,2028-05-25,2026-03-07,TECHNOLOGY,28.8,Branch,Activo,CON CUPO,SI,2025-01-18,VALIDADO - HISTÓRICO DISPONIBLE
C001601,Cliente 1601,MASS,Guayaquil,44,713.38,Tarjeta de Crédito,341.25,900.0,2030-04-21,2025-12-18,FUEL,27.41,Branch,Activo,CON CUPO,SI,2025-01-23,VALIDADO - HISTÓRICO DISPONIBLE
C002135,Cliente 2135,AFFLUENT,Quito,56,1645.61,Tarjeta de Crédito,535.01,2100.0,2030-06-24,2025-11-01,TRAVEL,76.96,POS,Activo,CON CUPO,SI,19/04/2025,VALIDADO - HISTÓRICO DISPONIBLE
C000270,Cliente 0270,AFFLUENT,Guayaquil,45,3590.44,Crédito de Consumo,7349.5,,2028-07-11,2025-01-08,NO APLICA,0.0,App,Activo,NO APLICA,SI,2025-01-08,VALIDADO - HISTÓRICO DISPONIBLE
C001312,Cliente 1312,MASS,Quito,36,848.55,Tarjeta de Crédito,1583.16,2400.0,2028-07-08,2025-12-20,FOOD,39.51,POS,Activo,CON CUPO,SI,2025-03-01,VALIDADO - HISTÓRICO DISPONIBLE
C000222,Cliente 0222,MASS,Quito,45,933.02,Tarjeta de Crédito,173.51,1800.0,2029-09-24,2026-08-11,FOOD,80.58,POS,Activo,CON CUPO,SI,18/09/2025,VALIDADO - HISTÓRICO DISPONIBLE
C001226,Cliente 1226,PREMIUM,Cuenca,32,4224.23,Cuenta Corriente,6521.0,,,2025-04-26,NO APLICA,0.0,Web,Activo,NO APLICA,NO,2025-04-26,VALIDADO - HISTÓRICO DISPONIBLE
C000718,Cliente 0718,MASS,Guayaquil,55,1898.2,Tarjeta de Crédito,1217.81,3400.0,2029-12-21,2026-04-25,FOOD,78.35,POS,Activo,CON CUPO,SI,2025-01-04,VALIDADO - HISTÓRICO DISPONIBLE
C001865,Cliente 1865,AFFLUENT,Guayaquil,30,2813.92,Crédito Hipotecario,73163.85,,2029-08-26,2026-05-03,NO APLICA,0.0,App,Activo,NO APLICA,SI,2026-05-03,VALIDADO - HISTÓRICO DISPONIBLE
C001474,Cliente 1474,MASS,Quito,51,1200.18,Tarjeta de Crédito,419.59,2600.0,2027-12-05,2025-05-06,ENTERTAINMENT,73.76,App,Activo,CON CUPO,SI,2025-05-06,VALIDADO - HISTÓRICO DISPONIBLE
C000935,Cliente 0935,AFFLUENT,Quito,46,2973.95,Tarjeta de Crédito,2177.82,3000.0,2030-04-18,2026-02-07,SUPERMARKET,74.87,App,Activo,CON CUPO,SI,11/02/2026,VALIDADO - HISTÓRICO DISPONIBLE
C000059,Cliente 0059,AFFLUENT,Guayaquil,31,2880.75,Tarjeta de Crédito,349.88,7600.0,2027-05-27,2026-04-23,SUPERMARKET,155.29,POS,Activo,CON CUPO,SI,2025-01-08,VALIDADO - HISTÓRICO DISPONIBLE
C001681,Cliente 1681,AFFLUENT,Guayaquil,45,2216.71,Crédito Hipotecario,69918.84,,2027-07-27,2026-03-28,NO APLICA,0.0,App,Activo,NO APLICA,SI,2025-01-27,VALIDADO - HISTÓRICO DISPONIBLE
C001645,Cliente 1645,MASS,Guayaquil,48,1224.59,Crédito Vehicular,19060.86,,2027-03-28,2026-02-28,NO APLICA,0.0,ATM,Activo,NO APLICA,SI,2025-11-13,VALIDADO - HISTÓRICO DISPONIBLE
C000187,Cliente 0187,PYME,Quito,38,2366.51,Tarjeta de Crédito,1129.3,3200.0,2030-01-08,2025-02-02,OTHERS,126.07,POS,Activo,CON CUPO,SI,2025-01-21,VALIDADO - HISTÓRICO DISPONIBLE
C000965,Cliente 0965,MASS,Ambato,39,1087.12,Tarjeta de Crédito,745.58,1700.0,2027-10-11,2025-06-02,OTHERS,59.57,POS,Activo,CON CUPO,SI,2025-01-16,VALIDADO - HISTÓRICO DISPONIBLE
C000327,Cliente 0327,MASS,Cuenca,45,1028.7,Tarjeta de Crédito,243.92,1800.0,2026-11-23,2026-03-05,OTHERS,117.28,Branch,Activo,CON CUPO,SI,2025-01-18,VALIDADO - HISTÓRICO DISPONIBLE
C000759,Cliente 0759,MASS,Guayaquil,37,813.83,Tarjeta de Crédito,183.75,1800.0,2028-01-11,2025-11-12,TECHNOLOGY,21.39,App,Activo,CON CUPO,SI,2025-02-27,VALIDADO - HISTÓRICO DISPONIBLE
C000545,Cliente 0545,MASS,Guayaquil,46,1194.51,Tarjeta de Crédito,930.46,2700.0,2030-08-13,2025-09-12,FOOD,72.07,App,Activo,CON CUPO,SI,2025-01-28,VALIDADO - HISTÓRICO DISPONIBLE
C000644,Cliente 0644,PYME,Manta,45,5561.48,Cuenta de Ahorros,10272.01,,,2025-12-02,NO APLICA,0.0,ATM,Activo,NO APLICA,NO,2025-04-26,VALIDADO - HISTÓRICO DISPONIBLE
C000115,Cliente 0115,MASS,Manta,34,1717.11,Crédito de Consumo,7221.82,,2029-09-25,2026-05-22,NO APLICA,0.0,Web,Activo,NO APLICA,SI,2026-03-18,VALIDADO - HISTÓRICO DISPONIBLE
C001685,Cliente 1685,MASS,Quito,49,1023.74,Tarjeta de Crédito,2168.45,2200.0,2027-08-03,2025-01-21,OTHERS,25.51,Web,Activo,CON CUPO,SI,2025-01-21,VALIDADO - HISTÓRICO DISPONIBLE
C000543,Cliente 0543,MASS,Guayaquil,36,778.05,Tarjeta de Crédito,0.0,1200.0,2028-02-16,2025-05-27,FOOD,8.63,ATM,Activo,CON CUPO,SI,2025-02-28,VALIDADO - HISTÓRICO DISPONIBLE
C001169,Cliente 1169,PREMIUM,Guayaquil,31,3846.12,Tarjeta de Crédito,4523.88,11500.0,2030-01-15,2026-05-01,TRAVEL,504.03,Web,Activo,CON CUPO,SI,2025-02-13,VALIDADO - HISTÓRICO DISPONIBLE
C000292,Cliente 0292,MASS,Cuenca,33,366.3,Tarjeta de Crédito,217.39,700.0,2027-07-21,2026-03-04,FUEL,51.63,POS,Activo,CON CUPO,SI,2025-01-09,VALIDADO - HISTÓRICO DISPONIBLE
C001595,Cliente 1595,AFFLUENT,Guayaquil,35,1083.69,Tarjeta de Crédito,1042.75,1800.0,2027-07-07,2026-03-27,HEALTH,20.18,App,Activo,CON CUPO,SI,2025-06-09,VALIDADO - HISTÓRICO DISPONIBLE
C001784,Cliente 1784,MASS,Guayaquil,18,583.21,Tarjeta de Crédito,484.23,900.0,2026-12-31,2025-11-24,TRAVEL,23.56,POS,Activo,CON CUPO,SI,2025-07-16,VALIDADO - HISTÓRICO DISPONIBLE
C000837,Cliente 0837,JOVEN,Quito,42,847.78,Crédito Hipotecario,56360.4,,2028-12-20,2025-05-18,NO APLICA,0.0,Web,Activo,NO APLICA,SI,2025-05-18,VALIDADO - HISTÓRICO DISPONIBLE
C002013,Cliente 2013,AFFLUENT,Quito,18,1416.0,Cuenta Corriente,2394.47,,,2025-05-18,NO APLICA,0.0,Branch,Activo,NO APLICA,NO,2025-04-11,VALIDADO - HISTÓRICO DISPONIBLE
C001373,Cliente 1373,JOVEN,Guayaquil,57,502.21,Tarjeta de Crédito,100.73,800.0,2026-11-26,2026-01-09,FOOD,36.11,App,Activo,CON CUPO,SI,2025-01-08,VALIDADO - HISTÓRICO DISPONIBLE
C000591,Cliente 0591,MASS,Guayaquil,37,1044.72,Cuenta Corriente,4574.71,,,2026-02-03,NO APLICA,0.0,Branch,Activo,NO APLICA,NO,2025-02-14,VALIDADO - HISTÓRICO DISPONIBLE
C000211,Cliente 0211,MASS,Manta,37,1203.0,Tarjeta de Crédito,783.88,1500.0,2027-03-06,2026-04-19,FOOD,83.25,App,Activo,CON CUPO,SI,2025-02-12,VALIDADO - HISTÓRICO DISPONIBLE
C000930,Cliente 0930,MASS,Guayaquil,27,911.57,Tarjeta de Crédito,485.53,1600.0,2028-11-26,2026-07-28,TECHNOLOGY,115.78,Web,Activo,CON CUPO,SI,2025-01-13,VALIDADO - HISTÓRICO DISPONIBLE
C000658,Cliente 0658,MASS,Guayaquil,49,985.86,Tarjeta de Crédito,0.0,1100.0,2026-11-12,2026-08-06,FOOD,12.81,App,Activo,CON CUPO,SI,2025-01-26,VALIDADO - HISTÓRICO DISPONIBLE
C002101,Cliente 2101,MASS,Guayaquil,30,944.02,Crédito de Consumo,3876.15,,2032-03-31,2025-01-11,NO APLICA,0.0,ATM,Activo,NO APLICA,SI,2025-01-11,VALIDADO - HISTÓRICO DISPONIBLE
C000989,Cliente 0989,MASS,Guayaquil,18,1409.88,Cuenta de Ahorros,-64.03,,,2026-06-17,NO APLICA,0.0,ATM,Activo,NO APLICA,NO,2025-04-05,VALIDADO - HISTÓRICO DISPONIBLE
C001708,Cliente 1708,MASS,Guayaquil,32,1202.49,Cuenta de Ahorros,3627.54,,,2025-09-24,NO APLICA,0.0,App,Activo,NO APLICA,NO,2025-09-24,VALIDADO - HISTÓRICO DISPONIBLE
C000581,Cliente 0581,PYME,Guayaquil,36,2946.73,Tarjeta de Crédito,1654.62,6300.0,2026-11-25,2026-03-30,TRAVEL,27.42,POS,Activo,CON CUPO,SI,2025-01-03,VALIDADO - HISTÓRICO DISPONIBLE
C000159,Cliente 0159,JOVEN,Guayaquil,50,675.06,Tarjeta de Crédito,369.69,1600.0,2029-02-27,2025-05-14,OTHERS,77.39,App,Activo,CON CUPO,SI,2025-01-27,VALIDADO - HISTÓRICO DISPONIBLE
C000557,Cliente 0557,PREMIUM,Guayaquil,50,5055.6,Tarjeta de Crédito,4545.68,11900.0,2030-09-01,2025-11-30,SUPERMARKET,445.15,Web,Activo,CON CUPO,SI,2025-01-08,VALIDADO - HISTÓRICO DISPONIBLE
C001132,Cliente 1132,JOVEN,Quito,23,634.96,Tarjeta de Crédito,593.59,1700.0,2028-04-25,2025-07-30,ENTERTAINMENT,15.36,App,Activo,CON CUPO,SI,2025-04-11,VALIDADO - HISTÓRICO DISPONIBLE
C001123,Cliente 1123,MASS,Guayaquil,32,1061.47,Tarjeta de Crédito,374.98,1700.0,2027-04-19,2025-01-12,EDUCATION,45.27,POS,Activo,CON CUPO,SI,18/11/2025,VALIDADO - HISTÓRICO DISPONIBLE
C001949,Cliente 1949,MASS,Quito,33,582.27,Cuenta de Ahorros,1473.83,,,2026-07-28,NO APLICA,0.0,App,Activo,NO APLICA,NO,2025-09-16,VALIDADO - HISTÓRICO DISPONIBLE
C001727,Cliente 1727,MASS,Cuenca,22,882.05,Tarjeta de Crédito,481.58,1700.0,2027-03-13,2026-05-03,EDUCATION,25.81,Web,Activo,CON CUPO,SI,2025-03-31,VALIDADO - HISTÓRICO DISPONIBLE
C000706,Cliente 0706,MASS,Quito,59,1388.79,Crédito de Consumo,4921.91,,2029-02-17,2026-03-27,NO APLICA,0.0,App,Activo,NO APLICA,SI,2026-03-27,VALIDADO - HISTÓRICO DISPONIBLE
C001439,Cliente 1439,AFFLUENT,Quito,25,960.05,Tarjeta de Crédito,1729.2,2600.0,2027-07-16,2025-05-09,FOOD,23.65,App,Activo,CON CUPO,SI,2025-04-08,VALIDADO - HISTÓRICO DISPONIBLE
C001460,Cliente 1460,PREMIUM,Quito,36,2363.82,Tarjeta de Crédito,1348.42,6800.0,2030-01-30,2025-10-19,TRAVEL,126.67,Branch,Activo,CON CUPO,SI,2025-01-06,VALIDADO - HISTÓRICO DISPONIBLE
C000247,Cliente 0247,PREMIUM,Ambato,18,3485.16,Cuenta Corriente,11530.63,,,2025-04-04,NO APLICA,0.0,Branch,Activo,NO APLICA,NO,2025-04-04,VALIDADO - HISTÓRICO DISPONIBLE
C001732,Cliente 1732,MASS,Cuenca,32,798.34,Crédito Hipotecario,24801.62,,2030-02-03,2025-08-09,NO APLICA,0.0,App,Activo,NO APLICA,SI,2025-02-11,VALIDADO - HISTÓRICO DISPONIBLE
